Parit,Teur_parit,Quantity,price_parit,Size,Shelf_Number,Teur_order,CategoryID,Related,ExpDate,incomeQuantity,DateStartStatistic
000000000006105643,זכוכית מכסה 22X22,4,15.18,יח,15,זכוכית,24,,,38,9/19/2019
000000000006105644,זכוכית מכסה 24X34,9,17.48,יח,15,זכוכית,24,,,14,9/19/2019
000000000006105646,זכוכית מכסה  24X60,14,33.31,יח,15,זכוכית מכסה  24X60,24,,,57,9/19/2019
000000000006105649,זכוכית מכסה 24X50,0,32.26,יח,15,זכוכית מכסה 24X50,24,,,43,9/19/2019
000000000006105650,שעון שבת  על שקע רגיל,35,28.91,יח,17,שעון שבת  על שקע רגיל,1,,,20,9/19/2019
000000000006105652,"בקבוק ארלנמייר 250 מ""ל",27,8.48,יח,4,"בקבוק ארלנמייר 250 מ""ל",24,,,31,9/19/2019
000000000006105654,מבחנות 50 מל (500 יח),35,199.57,יח,25,מבחנות 50 מל (500 יח),24,,,15,9/19/2019
000000000006105655,1L Water for   HPLC,2,35.52,יח,24,1L Water for   HPLC,26,,,0,9/19/2019
000000000006105657,בקבוק ארלנמייר  25 מל,0,5.15,יח,4,"בקבוק ארלנמייר  25 מ""ל",24,,,65,9/19/2019
000000000006105661,citric acid powder,0,100.85,קג,3,citric acid powder,26,,,1,9/19/2019
000000000006105673,SODIUM CHLORIDE POWDER,0,33.93,יח,3,SODIUM CHLORIDE POWDER,26,,,2,9/19/2019
000000000006105675,זכוכית מכסה 24X24,0,14.62,יח,15,זכוכית,24,,,22,9/19/2019
000000000006105676,ממחטות נייר קימוויפס (קופסה),41,16.89,יח,8,ממחטות נייר קימוויפס (קופסה),24,,,128,9/19/2019
000000000006105679,מטאטא לכורי עכביש,0,29.25,יח,25,מטאטא לכורי עכביש,21,,,6,9/19/2019
000000000006105680,ספל עם לוגו,199,15.91,יח,2,ספל עם לוגו,1,,,208,9/19/2019
000000000006105682,בקבוק שטיפה פלסטי  250 מל,11,9.05,יח,5,"בקבוק שטיפה פלסטי  250 מ""ל",24,,,5,9/19/2019
000000000006105687,כד מדידה פלסטיק  5 ליטר,2,31.06,יח,7,כד מדידה פלסטיק  5 ליטר,24,,,3,9/19/2019
000000000006105688,כד מדידה פלסטיק  3 ליטר,5,29.64,יח,7,כד מדידה פלסטיק  3 ליטר,24,,,1,9/19/2019
000000000006105689,שקיות גופיה קטן (חבילה),250,5.85,יח,10,שקיות גופיה קטן (חבילה),1,,,160,9/19/2019
000000000006105690,שקיות גופיה גדול (חבילה),289,8.13,יח,10,שקיות גופיה גדול (חבילה),1,,,16,9/19/2019
000000000006105692,TRIS,0,259.6,יח,4,TRIS,26,,,0,9/19/2019
000000000006105701,כפפות ניילון חד פעמי(חב),0,2.29,חב,3,כפפות ניילון חד פעמי(חב),24,,,53,9/19/2019
000000000006105702,דבק  מוצק בגליל,12,33.02,יח,2,דבק  מוצק בגליל,19,,,16,9/19/2019
000000000006105703,כפפות גומי (לנקיון),113,2.31,חב,3,כפפות גומי (לנקיון),21,,,54,9/19/2019
000000000006105704,שקיות ניילון  מרשרש (30X40),34,15.21,יח,10,שקיות ניילון  מרשרש (30X40),1,,,28,9/19/2019
000000000006105714,גוף תאורה  1.20X30 CCT,3,123.31,יחידה,25,גוף תאורה  1.20X30 CCT,22,,,0,9/19/2019
000000000006105721,רדיד אלומיניום  50 מיקרון,26,13.8,יח,8,רדיד אלומיניום  50 מיקרון,1,,,99,9/19/2019
000000000006105723,צינור סיליקון  5/8,0,10.03,מטר,8,צינור סיליקון  5/8,1,,,0,9/19/2019
000000000006105741,אוסמוקוט (דישון גרגרי),19,32.45,חב,23,אוסמוקוט (דישון גרגרי),28,,,11,9/19/2019
000000000006105751,קופסאות הקפאה 80 מקומות(במארז 5 יח),0,77.88,יח,6,קופסאות הקפאה 80 מקומות(במארז 5 יח),1,,,9,9/19/2019
000000000006105761,פוטו-צל,4,22.82,יח,17,פוטו-צל,1,,,3,9/19/2019
000000000006105762,פקקי לבקבוקי מעבדה,33,7.94,יח,11,פקקי לבקבוקי מעבדה,1,,,23,9/19/2019
000000000006105771,מגבונים לחים  בדלי(400יח),33,16.52,יחידה,25,מגבונים לחים  בדלי(400יח),1,,,,
000000000006105773,ACETONITRILE HPLC 2L,7,130.98,יח,24,ACETONITRILE HPLC 2L,26,,,0,9/19/2019
000000000006105782,גליל ניילון (יריעה),10,112.1,יח,16,גליל ניילון (יריעה),1,,,9,9/19/2019
000000000006105791,שרשרת למשור גיזום,0,85.68,יח,1,שרשרת למשור גיזום,1,,,2,9/19/2019
000000000006105801,מיכל גז + שסתום  460 גרם,8,31.39,יח,1,מיכל גז + שסתום  460 גרם,24,,,14,9/19/2019
000000000006105811,מחבר  תיקון 32-32,13,26.89,יח,20,מחבר  תיקון 32-32,23,,,12,9/19/2019
000000000006107421,לוחיות דבק צהובות (10 יח בחבילה בודדת),59,9.9,יח,3,לוחיות דבק צהובות (10 יח' בחבילה בודדת),19,,,34,9/19/2019
000000000006107431,מבחנות- 15 מל (500יח),16,179.53,יח,25,מבחנות- 15 מל (500יח),24,,,23,9/19/2019
000000000006107491,טוש על בסיס שמן - שחור/לבן,0,8.21,יח,15,טוש על בסיס שמן - שחור/לבן,19,,,52,9/19/2019
000000000006107531,ממטירון,27,5.13,יח,19,ממטירון,1,,,12,9/19/2019
000000000006107541,חומר הדברה גרלון,0,538.2,יח,23,חומר הדברה גרלון,29,,,0,9/19/2019
000000000006107582,טיפים עם פילטר   20 מל,4,152.22,חב,5,טיפים עם פילטר   20 מל,24,,,2,9/19/2019
000000000006107592,נורה פלורוסנט    TF 14W,0,11.7,יח,18,נורה פלורוסנט    TF 14W,1,,,5,9/19/2019
000000000006107631,מזמרת ענפים וולף,0,327.6,יחדה,10,מזמרת ענפים וולף,1,,,,
000000000006107661,קיט להפקת RNA,0,684.4,חב,3,קיט להפקת RNA,1,,,1,9/19/2019
000000000006107862,חלוק חד פעמי,106,3.32,יח,1,חלוק חד פעמי,31,,,,
000000000006108018,כוס שתן 120 מל כולל מכסה הברגה (250יח),1,177,חבילה,7,כוס שתן 120 מל כולל מכסה הברגה (250יח),24,,,,
000000000006108269,פסטה -רעל עכברים,10,57.55,יח,23,פסטה -רעל עכברים,1,,,8,9/19/2019
000000000006108289,מיכל 3 ליטר עם ידית להשמדת מחטים,175,5.9,יחידה,7,מיכל 3 ליטר עם ידית להשמדת מחטים,24,,,,
000000000006108512,מאוורר למעבד,0,42.91,יח,11,מאוורר למעבד,27,,,0,9/19/2019
000000000006108513,ניילון נצמד רוחב 45 סמ,52,31.05,יח,8,ניילון נצמד רוחב 45 סמ,1,,,66,9/19/2019
000000000006109241,שקי יוטא,1519,1.56,יח,25,שקי יוטא,1,,,700,9/19/2019
000000000006109251,דקר   מתכת לממטיר,12,7.32,יח,19,דקר   מתכת לממטיר,23,,,25,9/19/2019
000000000006109252,צנצנת   500  מל זכוכית,6,3.54,יח,25,"צנצנת   500  מ""ל זכוכית",1,,,93,9/19/2019
000000000006109261,דשן שפר 7-3-7 במיכל 10 ליטר,7,77.88,יחידה,25,דשן שפר 7-3-7 במיכל 10 ליטר,28,,,,
000000000006109264,צנצנת   וואקום זכוכית 1 ליטר,0,17.79,יח,7,צנצנת   וואקום זכוכית 1 ליטר,1,,,101,9/19/2019
000000000006109265,צנצנת   2  ליטר  זכוכית,0,31.59,יח,7,צנצנת   2  ליטר  זכוכית,1,,,0,9/19/2019
000000000006109281,סדיניות 60X90 לפי יח (15 במארז),120,2.06,יח,11,סדיניות 60X90 לפי יח (15 במארז),1,,,19,9/19/2019
000000000006109291,שקיות ביוהזארד 60X90,0,153.4,חב,10,שקיות ביוהזארד 60X90,1,,,0,9/19/2019
000000000006109312,טיפים עם פילטר   100 מל,2,152.22,חב,5,טיפים עם פילטר   100 מל,24,,,3,9/19/2019
000000000006109366,ניפל  פלסטיק צול וחצי-שני צול,15,7.29,יח,19,ניפל  פלסטיק צול וחצי-שני צול,1,,,14,9/19/2019
000000000006109561,ברז מעבר 1    PVC,0,17.72,יח,21,ברז מעבר 1    PVC,23,,,14,9/19/2019
000000000006109588,תושבת SP,5,25.45,יח,19,תושבת ,1,,,7,9/19/2019
000000000006109589,תושבת SP  כפול,0,22.48,יח,0,תושבת כפול,1,,,0,9/19/2019
000000000006109645,מתאם  לתעלה 2 שקעים,15,6.02,יח,18,מתאם  לתעלה 2 שקעים,1,,,23,9/19/2019
000000000006109646,מתאם  לתעלה  4 שקעים,9,84.37,יח,18,מתאם  לתעלה  4 שקעים,1,,,24,9/19/2019
000000000006109671,מסעף Yשן16-16,11,3.64,יח,19,מסעף Yשן16-16,23,,,26,9/19/2019
000000000006109876,TRYPTONE,0,128.44,יח,3,TRYPTONE,26,,,0,9/19/2019
000000000006109904,מוט עם דיזה למרסס,0,5.61,יח,10,מוט עם דיזה למרסס,31,,,3,9/19/2019
000000000006109972,METHANOL HPLC 2.5 L,0,38.94,בקבוק,24,METHANOL HPLC 2.5 L,1,,,,
000000000006109997,סניור,0,134.55,יח,23,סניור,29,,,,
000000000006110054,אומגה,1,1.8,יח,19,אומגה,23,,,,
000000000006110092,חוט לתיקון תקרים,10,6.54,יח,8,חוט לתיקון תקרים,30,,,3,9/19/2019
000000000006110121,חומר הדברה  פאסטר,8,102.75,יח,23,חומר הדברה  פאסטר,29,,,0,9/19/2019
000000000006110173,מפסק פאקט,6,26.55,יח,17,מפסק פאקט,22,,,8,9/19/2019
000000000006110197,טי פלסאון  32-32-32,7,55.35,יח,20,טי פלסאון  32-32-32,23,,,10,9/19/2019
000000000006110263,מדבקות לפסולת כימית (מחיר ליחידה בודדת),10898,0.31,יח,9,מדבקות לפסולת כימית (מחיר ליחידה בודדת),24,,,12141,9/19/2019
000000000006110351,גרנולר(פתיון נמלים),13,92.05,יח,23,גרנולר(פתיון נמלים),29,,,4,9/19/2019
000000000006110361,HYDROFLURIC ACID 48%,11,58.88,יח,0,HYDROFLURIC ACID 48%,26,,,0,9/19/2019
000000000006110384,מלכודת זבובים-הטורפת הירוקה,47,19.07,יח,3,מלכודת זבובים-הטורפת הירוקה,31,,,,
000000000006110385,מלכודת זבובים חד פעמי,0,35.57,יח,3,מלכודת זבובים חד פעמי,1,,,0,9/19/2019
000000000006110492,קודקוד 5 ליטר,0,216.11,יח,23,קודקוד 5 ליטר,1,,,5,9/19/2019
000000000006110575,דגלונים,93,4.09,יח,13,דגלונים,19,,,385,9/19/2019
000000000006110867,מגנט 50-90,9,16.99,יח,9,מגנט 50-90,24,,,28,9/19/2019
000000000006110942,נוזל טייפון לקוטלי עשב(20 ליטר),0,234,יח,22,נוזל טייפון לקוטלי עשב(20 ליטר),1,,,0,9/19/2019
000000000006110943,רונדופז 20 ליטר,0,290.15,יח,27,רונדופז 20 ליטר,1,,,0,9/19/2019
000000000006110944,מקלון 5 ממ,850,0.29,יח,20,"מקלון 5 מ""מ",1,,,2280,9/19/2019
000000000006110955,תעלה+ מכסה 60X42,46,12.75,יח,18,תעלה+ מכסה 60X42,1,,,54,9/19/2019
000000000006110956,תעלה+ מכסה 60X42+ מחיצה,0,16.56,יח,0,תעלה+ מכסה 60X42+ מחיצה,1,,,16,9/19/2019
000000000006111128,מבחנה 0.2 סטריפים,2,235.72,יח,5,מבחנה 0.2 סטריפים,24,,,0,9/19/2019
000000000006111438,מכסה פלסטיק לפלסאון 10,8,12.74,יח,24,מכסה פלסטיק לפלסאון 10,24,,,6,9/19/2019
000000000006111527,מכסה לגביע  250(100יח),0,13.45,חב,16,מכסה לגביע  250(100יח),24,,,108,9/19/2019
000000000006111549,רוכב פלסטיק 40-3/4,29,6.93,יח,20,רוכב פלסטיק 40-3/4,23,,,,
000000000006111560,מגש  גידול לצמחים (פרופוגטור),196,25.96,יח,25,מגש  גידול לצמחים (פרופוגטור),31,,,0,9/19/2019
000000000006111571,נורות פלורוסנט לד,85,14.75,יח,18,נורות פלורוסנט לד,1,,,43,9/19/2019
000000000006111581,מכסה למגש גידול צמחים,0,36.03,יח,25,מכסה למגש גידול צמחים,31,,,2,9/19/2019
000000000006111846,אבן אויר לאקווריום,0,5.85,יח,1,אבן אויר לאקווריום,1,,,4,9/19/2019
000000000006111852,סרבל עבודה חד פעמי,0,8.96,יח,1,סרבל עבודה חד פעמי,1,,,0,9/19/2019
000000000006111901,מופה פלסטיק 2 צול,7,12.42,יח,21,מופה פלסטיק 2 צול,23,,,,
000000000006111921,סוללה למכשירים LR-44,94,1.04,יח,13,סוללה למכשירים LR-44,1,,,92,9/19/2019
000000000006111922,סוללה  למכשירים 2032,85,3.39,יח,13,סוללה  למכשירים 2032,1,,,10,9/19/2019
000000000006111931,סוללה C (בודד),4,6.09,חב,13,סוללה C (בודד),1,,,32,9/19/2019
000000000006111933,סוללה D (זוג),0,20.93,חב,13,סוללה D (זוג),1,,,37,9/19/2019
000000000006111941,שקית פוליטילן 50X50 אריזה אחד קג,296,15.26,חב,10,שקית פוליטילן 50X50 אריזה אחד קג,1,,,25,9/19/2019
000000000006111971,צנצנת ואקום 3 ליטר,0,26.32,יח,7,צנצנת ואקום 3 ליטר,24,,,,
000000000006111993,מחבר פלסאון 2X40,14,27.14,2,20,"מחבר פלסאון 2X40""",23,,,,
000000000006111994,מחבר פלסאון 50X2 צול,5,39.55,יח,20,מחבר פלסאון 50X2 צול,1,,,,
000000000006112021,מתזון ( 5 קג),2,178.93,יח,23,מתזון ( 5 קג),29,,,,
000000000006112031,ברזון לצינורית 5 ממ,1,1.8,יחידה,19,"ברזון לצינורית 5 מ""מ",23,,,,
000000000006112102,CHLOROFORM 1   LITER,0,40.32,יח,24,CHLOROFORM 1   LITER,26,,,23,9/19/2019
000000000006112151,קסטה לחרמש,3,165.2,יח,10,קסטה לחרמש,1,,,1,9/19/2019
000000000006112153,ETHYL ACETATE 2.5 L,0,32.76,יח,24,ETHYL ACETATE,26,,,5,9/19/2019
000000000006112211,מחבר פלסאון 25,17,19.11,יח,20,מחבר פלסאון 25,23,,,32,9/19/2019
000000000006112242,אקדח לקצף פוליאריטן,0,174.33,יח,2,אקדח לקצף פוליאריטן,30,,,3,9/19/2019
000000000006112261,גביע פלסטיק שקוף 1 קג,2620,0.44,יח,16,גביע פלסטיק שקוף 1 קג,33,,,,
000000000006112262,מכסה לגביע 1 קג + 1/2 קג,0,0.27,יח,16,מכסה לגביע 1 קג + 1/2 קג,1,,,,
000000000006112322,מיכל פלסטיק 1 ליטר/2 ליטר + מכסה,547,1.47,יח,25,מיכל פלסטיק 1 ליטר/2 ליטר + מכסה,1,,,,
000000000006112631,דשן 20-20-20+מיקרו (2קג),15,30.33,יח,25,דשן 20-20-20+מיקרו (2קג),29,,,,
000000000006112683,שקית נייר לזרעים(ארוז 1000),0,182.9,חבילה,25,שקית נייר לזרעים(ארוז 1000),1,,,,
000000000006112753,מעמד למבחנות קוביה/מלבני,0,17.55,יח,6,מעמד למבחנות קוביה/מלבני,24,,,,
000000000006112761,חומר הדברה אדמירל 1 ליטר,3,88.2,ליטר,23,חומר הדברה אדמירל 1 ליטר,29,,,,
000000000006112771,כבל לאל פסק תקע קומקום לשני שקעים,11,27.68,יח,11,כבל לאל פסק תקע קומקום לשני שקעים,27,,,,
000000000006112782,אם תותב 1/2-16 SP,4,14.73,יח,19,אם תותב 1/2-16 SP,23,,,,
000000000006112783,בושינג 1/2 SP,7,17.55,יח,19,בושינג 1/2 SP,1,,,,
000000000006112872,ספסן 5 קג,1,118.9,יח,23,ספסן 5 קג,28,,,,
000000000006113161,ספוג לרולר קטן,15,5.26,יח,1,ספוג לרולר קטן,30,,,,
000000000006113171,אקדח התזה פשוט,36,8.5,יחידה,10,אקדח התזה פשוט,1,,,,
000000000006113174,גלגלת לצינור אוטומטית 20 מטר,4,205.18,יח,10,גלגלת לצינור אוטומטית 20 מטר,1,,,,
000000000006113176,מתקן  לנייר צץ רץ,5,56.16,יח,1,מתקן  לנייר צץ רץ,21,,,,
000000000006113223,סט אטמים למדשנת,0,49.99,יחידה,21,סט אטמים למדשנת,1,,,,
000000000006113226,נורה ליבון לד,16,11.46,יח,18,נורה ליבון לד,22,,,,
000000000006113262,ספריי נירוסטה 3M,2,26.19,יחידה,25,ספריי נירוסטה 3M,21,,,,
000000000006113301,ממטיר מערפל,16,20.71,יחידה,20,ממטיר מערפל,1,,,,
000000000006113321,כבל  באורך DP-VGA  1.8 ,9,23.57,יח,11,כבל  באורך DP-VGA  1.8 ,27,,,,
000000000006113322,כבל באורך  DP-HDMI 1.8/3.0,6,37.76,יח,11,כבל באורך  DP-HDMI 1.8/3.0,27,,,,
000000000006113383,צינור שרשורי  PG 16  חבילה (30 מטר),12,79.89,חבילה,18,צינור שרשורי  PG 16  חבילה (30 מטר),1,,,,
000000000006113391,PLANT AGAR 1 KILO,2,648.18,יחדה,3,PLANT AGAR 1 KILO,1,,,,
000000000006113411,טרמוסטט KP77,7,257.21,יח,18,טרמוסטט KP77,22,,,,
000000000006113551,סט גלגלים לכיסא,9,52.46,יח,14,סט גלגלים לכיסא,1,,,,
000000000006113552,סט ריפוד לידית כיסא,15,32.76,יח,14,סט ריפוד לידית כיסא,1,,,,
000000000006113572,חומר הדברה פייטר (500 סמק),0,99.45,יח,23,"חומר הדברה פייטר (500 סמ""ק)",29,,,,
000000000006113591,חומר הדברה גלובוס 5 ליטר,0,338.68,יח,23,חומר הדברה גלובוס 5 ליטר,26,,,,
000000000006113649,כבל DP-DP,4,25.96,יח,11,כבל DP-DP,27,,,,
000000000006113682,שקיות אשפה שקוף 80X90 עם שרוך+ פרפורציה,0,21,חבילה,25,שקיות אשפה שקוף 80X90 עם שרוך+ פרפורציה,1,,,,
000000000006113684,נורות לקטלן 18/20W,0,21.29,יחידה,18,נורות לקטלן 18/20W,22,,,,
000000000006113708,מנקב חורים לטפטפת לצינור 16 אקדח,12,28.32,יחדה,19,מנקב חורים לטפטפת לצינור 16 אקדח,1,,,,
000000000006113710,שקע N4 מוגן,0,58.5,יחידה,17,שקע N4 מוגן,1,,,,
000000000006113875,משפך אבקות PP קוטר 80 ממ,21,12.68,יח,7,"משפך אבקות PP קוטר 80 מ""מ",24,,,,
000000000006113991,תוית סימון C - עשר יח,473,4.72,חבילה,11,תוית סימון C - עשר יח,1,,,,
000000000006113992,מנעול לשון צר לדלת חממה,7,27.56,יח,2,מנעול לשון צר לדלת חממה,1,,,,
000000000006114024,שקית נייר מס 60,0,132.35,חבילה,25,שקית נייר מס 60,1,,,,
000000000006114065,טלסטאר/דיזידור (קוטל נמלים גרגרי),10,42,יחידה,23,טלסטאר/דיזידור (קוטל נמלים גרגרי),29,,,,
000000000006114258,לבנולה 18 ליטר,0,479.7,מיכל,23,לבנולה 18 ליטר,1,,,,
000000000006114259,שקיות פס סגר 25X35 ארוז 100יח,33,38.8,חבילה,9,שקיות פס סגר 25X35 ארוז 100יח,1,,,,
000000000006114274,עציץ 9X9X10 (15 יחידות במגש),0,3.72,יח,25,עציץ 9X9X10 (15 יחידות במגש),31,,,,
000000000006114282,טרמוסטט    RT-16L,0,1316.75,יח,18,טרמוסטט    RT-16L,22,,,,
000000000006114283,רשת משתנה,20,5.73,יחידה,22,רשת משתנה,1,,,,
000000000006114291,פשטן בצמה 200 גרם,0,16.38,חבילה,21,פשטן בצמה 200 גרם,23,,,,
000000000006114303,טי להשקייה 25-25-25 אפור,26,10.2,יחידה,20,טי להשקייה 25-25-25 אפור,23,,,,
000000000006114322,ברז פרח פיה ארוכה עם ידית מרפק,0,360.06,יח,26,ברז פרח פיה ארוכה עם ידית מרפק,23,,,,
000000000006114361,גומיה לפעמון,25,6.9,יחידה,19,גומיה לפעמון,1,,,,
000000000006114975,שוהם 1 ליטר חומר הדברה,0,131.04,יחידה,23,שוהם 1 ליטר חומר הדברה,29,,,,
000000000006114981,מסנן לפילטר מים,0,8.8,יח,10,מסנן לפילטר מים,1,,,,
000000000006115002,מקלות במבוק בבודדים,0,0.66,יחידה,25,מקלות במבוק בבודדים,1,,,,
000000000006115003,שקית נייר חום  11/18.5 סמ + חלון (יח),2350,0.3,יחידה,25,שקית נייר חום  11/18.5 סמ + חלון (יח),1,,,,
000000000006115483,שקיות פס סגר 6X4 (100יח),3,4.68,חבילה,9,שקיות פס סגר 6X4 (100יח),1,,,,
000000000006115522,גלייפוס חומר בדברה למניעת עשבים 5 ליטר,0,88.5,גלון,23,גלייפוס חומר בדברה למניעת עשבים 5 ליטר,29,,,,
000000000006115613,טי להשקייה 20/20/20     20-3/4-20 פ .ח,131,8.11,יחידה,20,טי להשקייה 20/20/20     20-3/4-20 פ .ח,23,,,,
